Spc_Code,Spc_Name,Family
3440,GASTROPOD,LUNATIA PALLIDA
3441,GASTROPOD,LUNATIA GROENLANDICA
3445,GASTROPOD,AMAUROPSIS SP.
3446,GASTROPOD,AMAUROPSIS ISLANDICA
3451,GASTROPOD,LAMELLARIIDAE
3452,GASTROPOD,MARSENINA SP.
3454,GASTROPOD,MARSENINA GLABRA
3459,GASTROPOD,VELUTINA SP.
3460,GASTROPOD,VELUTINA LAEVIGATA
3461,GASTROPOD,VELUTINA UNDATA
3462,GASTROPOD,VELUTINA VELUTINA
3480,GASTROPOD NEOGA.,NEOGASTROPODA
3481,GASTROPOD,MURICIDAE
3482,GASTROPOD,NUCELLA SP.
3483,GASTROPOD,NUCELLA LAPILLA
3485,GASTROPOD,UROSALPINX SP.
3486,GASTROPOD,UROSALPINX CINEREUS
3488,GASTROPOD,BOREOTROPHON SP.
3489,GASTROPOD,BOREOTROPHON CLATHRATUS
3492,GASTROPOD,BOREOTROPHON CRATICULATA
3493,GASTROPOD,BOREOTROPHON FABRICII
3497,GASTROPOD,COLUMBELLIDAE
3502,GASTROPOD,AMPHISSA SP.
3505,GASTROPOD,MITRELLA SP.
3506,GASTROPOD,MITRELLA LUNATA
3515,WHELK  BUCC.,BUCCINIDAE
3516,WHELK  BUCC. SP.,BUCCINUM  SP.
3517,GASTROPOD,BUCCINUM UNDATUM
3519,GASTROPOD,BUCCINUM TENUE
3521,GASTROPOD,BUCCINUM TOTTENI
3522,GASTROPOD,BUCCINUM CILIATUM
3523,GASTROPOD,BUCCINUM SCALARIFORME
3524,GASTROPOD,BUCCINUM PLECTRUM
3527,GASTROPOD,BUCCINUM HYDROPHANUM
3531,GASTROPOD,BUCCINUM FINMARKIANUM
3552,GASTROPOD,VOLUTOPSIUS SP.
3554,GASTROPOD,VOLUTOPSIUS LARGILLIERTI
3565,WHELK  NEPT.SP.,NEPTUNEA  SP.
3566,GASTROPOD,NEPTUNEA DECEMCOSTATA
3567,GASTROPOD,NEPTUNEA DESPECTA
3575,WHELK  COL. SP.,COLUS  SP.
3576,GASTROPOD,COLUS STIMPSONI
3577,GASTROPOD,COLUS PUBESCENS
3579,GASTROPOD,COLUS PYGMAEUS
3583,GASTROPOD,COLUS SPITZBERGENSIS
3596,GASTROPOD,NASSARIIDAE
3597,GASTROPOD,NASSARIUS SP.
3598,GASTROPOD,NASSARIUS TRIVITTATA
3601,GASTROPOD,ILYANASSA SP.
3602,GASTROPOD,ILYANASSA OBSOLETA
3613,GASTROPOD,CANCELLARIIDAE
3614,GASTROPOD,ADMETE SP.
3615,GASTROPOD,ADMETE COUTHOUYI
3624,GASTROPOD,TURRIDAE
3629,GASTROPOD,MANGELIA SP.
3633,GASTROPOD,OENOPOTA SP.
3634,GASTROPOD,OENOPOTA PYRAMIDALIS
3635,GASTROPOD,OENOPOTA TURRICULA
3636,GASTROPOD,OENOPOTA ELEGANS
3637,GASTROPOD,OENOPOTA BICARINATA
3638,GASTROPOD,OENOPOTA INCISULA
3639,GASTROPOD,OENOPOTA HARPULARIA
3641,GASTROPOD,OENOPOTA ARCTICA
3658,GASTROPOD,LORA SP.
3659,GASTROPOD,LORA NOBILIS
3660,GASTROPOD,LORA BICARINATA
3665,GASTROPOD,PROPEBELA SP.
3666,GASTROPOD,PROPEBELA TURRICULA
3690,GASTROPOD  CEPH.,CEPHALASPIDEA
3691,GASTROPOD,DIAPHANIDAE
3692,GASTROPOD,DIAPHANA SP.
3693,GASTROPOD,DIAPHANA MINUTA
3699,GASTROPOD,RETUSIDAE
3700,GASTROPOD,RETUSA SP.
3701,GASTROPOD,RETUSA OBTUSA
3702,GASTROPOD,RETUSA CANALICULATA
3705,GASTROPOD,SCAPHANDRIDAE
3706,GASTROPOD,SCAPHANDER SP.
3707,GASTROPOD,SCAPHANDER PUNCTOROSTRIATUS
3711,GASTROPOD,CYLICHNA SP.
3712,GASTROPOD,CYLICHNA ALBA
3715,GASTROPOD,CYLICHNA GOULDII
3722,GASTROPOD,PHILINIDAE
3723,GASTROPOD,PHILINE SP.
3724,GASTROPOD,PHILINE QUADRATA
3736,GASTROPOD,ATYIDAE
3737,GASTROPOD,HAMINOEA SP.
3738,GASTROPOD,HAMINOEA SOLITARIA
3740,GASTROPOD  SACO.,SACOGLOSSA
3750,GASTROPOD,ELYSIIDAE
3751,GASTROPOD,ELYSIA SP.
3753,GASTROPOD,ELYSIA CATULA
3760,PTEROPOD  THEC.,THECOSOMATA
3785,PTEROPOD  LIMA.,LIMACINIDAE
3786,PTEROPOD LIM. SP.,LIMACINA  SP.
3787,PTEROPOD  LIM.HEL.,LIMACINA HELICINA
3788,PTEROPOD  LIM.RET.,LIMACINA RETROVERSA
3820,PTEROPOD  GYMN.,GYMNOSOMATA
3830,PTEROPOD  CLIO.,CLIONIDAE
3831,PTEROPOD CLIO. SP.,CLIONE  SP.
3832,PTEROPOD  CLIO. LIM.,CLIONE LIMACINA
3850,NUDIBRANCH,NUDIBRANCHIA
3859,NUDIBRANCH,LAMELLIDORIDIDAE
3863,NUDIBRANCH,ACANTHODORIS SP.
3864,NUDIBRANCH,ACANTHODORIS PILOSA
3867,NUDIBRANCH,ONCHIDORIS SP.
3868,NUDIBRANCH,ONCHODORIS FUSCA
3869,NUDIBRANCH,ONCHODORIS ADSPERSA
3875,NUDIBRANCH,POLYCERIDAE
3876,NUDIBRANCH,ISSENA SP.
3877,NUDIBRANCH,ISSENA LACERA
3892,NUDIBRANCH,DENDRONOTIDAE
3893,NUDIBRANCH,DENDRONOTUS SP.
3894,NUDIBRANCH,DENDRONOTUS FRONDOSUS
3895,NUDIBRANCH,DENDRONOTUS ALBUS
3898,NUDIBRANCH,DOTONIDAE
3899,NUDIBRANCH,DOTO SP.
3900,NUDIBRANCH,DOTO CORONATA
3901,NUDIBRANCH,DOTO FORMOSA
3909,NUDIBRANCH,CORYPHELLIDAE
3910,NUDIBRANCH,CORYPHELLA SP.
3911,NUDIBRANCH,CORYPHELLA VERRUCOSA
3918,NUDIBRANCH,TERGIPEDIDAE
3919,NUDIBRANCH,TERGIPES SP.
3920,NUDIBRANCH,TERGIPES DESPECTUS
3921,NUDIBRANCH,TERGIPES TERGIPES
3923,NUDIBRANCH,CATRIONA SP.
3924,NUDIBRANCH,CATRIONA AURANTIA
3929,NUDIBRANCH,EUBRANCHIDAE
3930,NUDIBRANCH,EUBRANCHUS SP.
3935,NUDIBRANCH,CUTHONIDAE
3936,NUDIBRANCH,CUTHONA SP.
3938,NUDIBRANCH,CUTHONA CONCINNA
3940,NUDIBRANCH,TRINCHESIA SP.
3941,NUDIBRANCH,TRINCHESIA AURANTIA
3952,NUDIBRANCH,FACELINIDAE
3953,NUDIBRANCH,FACELINA SP.
3954,NUDIBRANCH,FACELINA BOSTONIENSIS
3966,NUDIBRANCH,AEOLIDIIDAE
3967,NUDIBRANCH,AEOLIDIA SP.
3968,NUDIBRANCH,AEOLIDIA PAPILLOSA
3975,TUSK SHELL,SCAPHOPODA
3976,TUSK SHELL,DENTALIIDAE
3977,TUSK SHELL,DENTALIUM SP.
3978,TUSK SHELL,DENTALIUM ENTALE
3980,TUSK SHELL,DENTALIUM OCCIDENTALE
3985,TUSK SHELL,SIPHONODENTALIIDAE
3986,TUSK SHELL,SIPHONODENTALIUM SP.
3987,TUSK SHELL,SIPHONODENTALIUM LOBATUM
3995,BIVALVE,BIVALVIA
3996,BIVALVE  PROT.,PROTOBRANCHIA
3997,BIVALVE,SOLEMYACIDAE
3998,BIVALVE,SOLEMYA SP.
3999,BIVALVE,SOLEMYA BOREALIS
4007,BIVALVE,NUCULIDAE
4008,BIVALVE,NUCULA SP.
4009,BIVALVE,NUCULA DELPHINODONTA
4010,BIVALVE,NUCULA TENUIS
4011,BIVALVE,NUCULA PROXIMA
4012,BIVALVE,NUCULA BELLOTI
4018,BIVALVE  NUCUL.,NUCULANIDAE
4019,BIVALVE  NUC. SP.,NUCULANA SP.
4021,BIVALVE,NUCULANA PERNULA
4022,BIVALVE,NUCULANA TENUISULCATA
4030,BIVALVE,YOLDIELLA SP.
4031,BIVALVE,YOLDIELLA FRATERNA
4032,BIVALVE,YOLDIELLA LUCIDA
4034,BIVALVE,YOLDIELLA INTERMEDIA
4074,BIVALVE  YOL. SP.,YOLDIA SP.
4075,BIVALVE  YOL. LIM.,YOLDIA LIMATULA
4076,BIVALVE  YOL. MYAL.,YOLDIA MYALIS
4077,BIVALVE  YOL. SAPO.,YOLDIA SAPOTILLA
4079,BIVALVE  YOL. THRAC.,YOLDIA THRACIAEFORMIS
4080,BIVALVE,YOLDIA HYPERBOREA
4081,BIVALVE,YOLDIA AMYGDALEA
4100,BIVALVE  PRIO.,PRIONODONTIDA
4101,BIVALVE,ARCIDAE
4102,BIVALVE,BATHYARCA SP.
4104,BIVALVE,BATHYARCA PECTUNCULOIDES
4105,BIVALVE,BATHYARCA GLACIALIS
4119,BIVALVE  PTER.,PTEROCONCHIDA
4120,MUSSEL  MYT.,MYTILIDAE
4121,MUSSEL  MYT. SP.,MYTILUS  SP.
4122,"MUSSEL, BLUE",MYTILUS EDULIS
4126,BIVALVE MUSC. SP.,MUSCULUS SP.
4127,BIVALVE MUSC. NIG.,MUSCULUS NIGER
4128,BIVALVE,MUSCULUS CORRUGATUS
4129,BIVALVE,MUSCULUS DISCORS
4135,MUSSEL  MOD.SP.,MODIOLUS  SP.
4136,"MUSSEL, HORSE",MODIOLUS MODIOLUS
4137,BIVALVE,MODIOLUS DEMISSUS
4139,BIVALVE CREN. SP.,CRENELLA SP.
4140,BIVALVE,CRENELLA DECUSSATA
4141,BIVALVE,CRENELLA GLANDULA
4142,BIVALVE,CRENELLA FABA
4151,BIVALVE,DACRYDIUM SP.
4152,BIVALVE,DACRYDIUM VITREUM
4155,OYSTER(NS),OSTREIDAE
4156,OYSTER  CRAS.SP.,CRASSOSTREA  SP.
4157,OYSTER  CRAS.VIR.,CRASSOSTREA VIRGINICA
4160,OYSTER  OST.SP.,OSTREA  SP.
4161,OYSTER  OST.EDU.,OSTREA EDULIS
4165,SCALLOP (NS),PECTINIDAE
4166,SCALLOP  CHL.SP.,CHLAMYS  SP.
4167,"SCALLOP, ICELANDIC",CHLAMYS ISLANDICA
4171,SCALLOP  AEQ.SP.,AEQUIPECTEN  SP.
4172,SCALLOP  AEQ.IRR.,AEQUIPECTEN IRRADIANS
4178,SCALLOP  PLAC.SP.,PLACOPECTEN  SP.
4179,"SCALLOP, GIANT",PLACOPECTEN MAGELLANICUS
4190,SCALLOP  PROP.SP.,PROPEAMUSSIUM  SP.
4191,SCALLOP  PROP.GRO.,PROPEAMUSSIUM GROENLANDICUM
4192,BIVALVE,PROPEAMUSSIUM IMBRIFERUM
4203,BIVALVE  LIMIDAE,LIMIDAE
4204,BIVALVE,LIMATULA SP.
4205,BIVALVE,LIMATULA SUBAURICULATA
4207,BIVALVE,LIMATULA HYPERBOREA
4215,BIVALVE  LIM. SP.,LIMEA SP.
4216,BIVALVE  LIM. SUB.,LIMEA SUBOVATA
4218,BIVALVE,ANOMIIDAE
4219,BIVALVE,ANOMIA SP.
4220,BIVALVE,ANOMIA ACULEATA
4221,BIVALVE,ANOMIA SIMPLEX
4222,BIVALVE,ANOMIA EPHIPPIUM
4225,BIVALVE  HETER.,HETERODONTIDA
4226,BIVALVE  ASTA.,ASTARTIDAE
4227,BIVALVE  ASTA. SP.,ASTARTE SP.
4228,BIVALVE,ASTARTE CASTANEA
4229,BIVALVE,ASTARTE UNDATA
4230,BIVALVE,ASTARTE SUBAEQUILATERA
4231,BIVALVE,ASTARTE BOREALIS
4232,BIVALVE,ASTARTE ELLIPTICA
4234,BIVALVE,ASTARTE STRIATA
4236,BIVALVE  AST. CREN.,ASTARTE CRENATA
4237,BIVALVE,ASTARTE MONTAGUI
4240,BIVALVE,ASTARTE SULCATA
4257,BIVALVE  CARDIT.,CARDITIDAE
4262,BIVALVE,VENERICARDITA SP.
4263,BIVALVE,VENERICARDITA BOREALIS
4267,BIVALVE  CYCLO. SP.,CYCLOCARDIA SP.
4268,BIVALVE  CYCLO. BOR.,CYCLOCARDIA BOREALIS
4270,BIVALVE,ARCTICIDAE
4271,BIVALVE,ARCTICA SP.
4272,BIVALVE,ARCTICA ISLANDICA
4279,BIVALVE,MONTACUTIDAE
4283,BIVALVE,MYSELLA SP.
4284,BIVALVE,MYSELLA PLANULATA
4291,BIVALVE,TURTONIIDAE
4292,BIVALVE,TURTONIA SP.
4293,BIVALVE,TURTONIA MINUTA
4300,BIVALVE,THYASIRIDAE
4301,BIVALVE,THYASIRA SP.
4303,BIVALVE,THYASIRA GOULDII
4305,BIVALVE,THYASIRA FLEXUOSA
4336,BIVALVE  CARDII.,CARDIIDAE
4337,BIVALVE,CERASTODERMA SP.
4338,BIVALVE,CERASTODERMA PINNULATUM
4342,BIVALVE  SERR. SP.,SERRIPES SP.
4343,BIVALVE  SERR. GRO.,SERRIPES GROENLANDICA
4350,BIVALVE  CLINO. SP.,CLINOCARDIUM SP.
4351,BIVALVE  CLINO. CIL.,CLINOCARDIUM CILATUM
4355,BIVALVE  VENER.,VENERIDAE
4356,BIVALVE,MERCENARIA SP.
4357,BIVALVE,MERCENARIA MERCENARIA
4359,BIVALVE,GEMMA SP.
4360,BIVALVE,GEMMA GEMMA
4362,BIVALVE,PITAR SP.
4363,BIVALVE,PITAR MORRHUANA
4367,BIVALVE  LIOC. SP.,LIOCYMA SP.
4368,BIVALVE  LIO. FLU.,LIOCYMA FLUCTUOSA
4370,BIVALVE,PETRICOLIDAE
4371,BIVALVE,PETRICOLA SP.
4372,BIVALVE,PETRICOLA PHOLADIFORMIS
4374,BIVALVE,MACTRIDAE
4375,BIVALVE,SPISULA SP.
4376,BIVALVE,SPISULA SOLIDISSIMA
4377,BIVALVE,SPISULA POLYNYMA
4379,BIVALVE,MULINIA SP.
4380,BIVALVE,MULINIA LATERALIS
4382,BIVALVE  MESOD.,MESODESMATIDAE
4383,BIVALVE  MESOD. SP.,MESODESMA SP.
4384,BIVALVE  MESOD. ARC.,MESODESMA ARCTATUM
4385,BIVALVE  MESOD. DEA.,MESODESMA DEAURATUM
4388,BIVALVE,TELLINIDAE
4389,BIVALVE,TELLINA SP.
4390,BIVALVE,TELLINA AGILIS
4393,BIVALVE,MACOMA SP.
4394,BIVALVE,MACOMA BALTHICA
4395,BIVALVE,MACOMA CALCAREA
4397,BIVALVE,MACOMA LOVENI
4398,BIVALVE,MACOMA MOESTA
4401,BIVALVE,SEMELIDAE
4405,BIVALVE,CUMINGIA SP.
4406,BIVALVE,CUMINGIA TELLINOIDES
4416,BIVALVE,SOLENIDAE
4417,BIVALVE,ENSIS SP.
4418,BIVALVE,ENSIS DIRECTUS
4420,BIVALVE,SILIQUA SP.
4421,BIVALVE,SILIQUA COSTATA
4425,CLAM   MYIDAE,MYIDAE
4426,CLAM  MYA.SP.,MYA  SP.
4427,"CLAM, SOFT SHELL",MYA ARENARIA
4428,CLAM   MYA.TRU.,MYA TRUNCATA
4430,BIVALVE,CORBULIDAE
4431,BIVALVE,CORBULA SP.
4432,BIVALVE,CORBULA CONTRACTA
4435,CLAM   HIAT.,HIATELLIDAE
4436,CLAM   HIAT.SP.,HIATELLA  SP.
4437,CLAM   HIAT.ARC.,HIATELLA ARCTICA
4438,BIVALVE,HIATELLA STRIATA
4440,CLAM   CYRT.SP.,CYRTODARIA  SP.
4441,"CLAM, BANK",CYRTODARIA SILIQUA
4447,BIVALVE,PHOLADIDAE
4448,BIVALVE,BARNEA SP.
4449,BIVALVE,BARNEA TRUNCATA
4452,BIVALVE,ZIRFAEA SP.
4453,BIVALVE,ZIRFAEA CRISPATA
4455,BIVALVE,XYLOPHAGA SP.
4456,BIVALVE,XYLOPHAGA ATLANTICA
4457,BIVALVE,XYLOPHAGA ABYSSORUM
4462,BIVALVE,TEREDINIDAE
4463,BIVALVE,TEREDO SP.
4465,BIVALVE,TEREDO NAVALIS
4468,BIVALVE,PSILOTEREDO SP.
4469,BIVALVE,PSILOTEREDO MEGOTERA
4475,CLAM  EUDES.,EUDESMODONTIDA
4476,BIVALVE,PANDORIDAE
4477,BIVALVE,PANDORA SP.
4478,BIVALVE,PANDORA GOULDIANA
4480,BIVALVE,PANDORA GLACIALIS
4481,BIVALVE,LYONSIIDAE
4482,BIVALVE,LYONSIA SP.
4483,BIVALVE,LYONSIA HYALINA
4484,BIVALVE,LYONSIA ARENOSA
4490,BIVALVE,PERIPLOMATIDAE
4491,BIVALVE,PERIPLOMA SP.
4493,BIVALVE,PERIPLOMA LEANUM
4499,BIVALVE,THRACIIDAE
4500,BIVALVE,THRACIA SP.
4502,BIVALVE,THRACIA MYOPSIS
4503,BIVALVE,THRACIA SEPTENTRIONALIS
4504,BIVALVE,THRACIA DEVEXA
4510,CLAM  SEPTI.,SEPTIBRANCHIA
4511,BIVALVE,POROMYIDAE
4512,BIVALVE,POROMYA SP.
4513,BIVALVE,POROMYA GRANULATA
4524,BIVALVE,CUSPIDARIIDAE
4525,BIVALVE,CUSPIDARIA SP.
4526,BIVALVE,CUSPIDARIA GLACIALIS
4527,BIVALVE,CUSPIDARIA OBESA
4545,CEPHALOPOD (NS),CEPHALOPODA
4547,CEPHALOPOD SEPIO.,SEPIOIDEA
4548,CEPHALOPOD   SPIR.,SPIRULIDAE
4549,CEPHALOPOD  SPIR.SP.,SPIRULA  SP.
4550,CEPHALOPOD  SPI.SPI.,SPIRULA SPIRULA
4554,CEPHALOPOD  SEPIO.,SEPIOLIDAE
4556,CEPHALOPOD  ROSSI.,ROSSIINAE
4557,CEPHALOPOD  ROSSIA.SP.,ROSSIA  SP.
4558,CEPHALOPOD  ROS.ANT.,ROSSIA ANTILLENSIS
4559,CEPHALOPOD  ROS.BUL.,ROSSIA BULLISI
4560,CEPHALOPOD  ROS.TORT.,ROSSIA TORTUGAENSIS
4561,CEPHALOPOD   ROS.PALP.,ROSSIA PALPEBROSA
4562,CEPHALOPOD   ROS.MEGA.,ROSSIA MEGAPTERA
4563,CEPHALOPOD   ROS.MOLL.,ROSSIA MOLLERI
4567,CEPHALOPOD  SEMIROS.SP.,SEMIROSSIA  SP.
4568,CEPHALOPOD  SEMIROS.EQU.,SEMIROSSIA EQUALIS
4569,CEPHALOPOD  SEMIROS.TEN.,SEMIROSSIA TENERA
4575,CEPHALOPOD   HETER.,HETEROTEUTHINAE
4576,CEPHALOPOD   HETER.SP.,HETEROTEUTHIS  SP.
4577,CEPHALOPOD  HETER.ATL.,HETEROTEUTHIS ATLANTIS
4578,CEPHALOPOD  HETER.DISP.,HETEROTEUTHIS DISPAR
4580,CEPHALOPOD   NECT.SP.,NECTOTEUTHIS  SP.
4581,CEPHALOPOD  NECT.POUR.,NECTOTEUTHIS POURTALESI
4585,CEPHALOPOD   STOL.,STOLOTEUTHINAE
4586,CEPHALOPOD   STOL.SP.,STOLOTEUTHIS  SP.
4587,CEPHALOPOD   STOL.LEUC.,STOLOTEUTHIS LEUCOPTERA
4591,SQUID   TEUTH.,TEUTHOIDEA
4593,SQUID    MYOP.,MYOPSIDA
4594,SQUID  LOLIG.,LOLIGINIDAE
4595,SQUID   LOLIG.SP.,LOLIGO  SP.
4596,SQUID   LOLIG.BRAS.,LOLIGO BRASILIENSIS
4597,SQUID   LOLIG.OCUL.,LOLIGO OCULA
4598,SQUID   LOLIG.PEAL.,LOLIGO PEALEI
4599,SQUID   LOLIG.PLEI,LOLIGO PLEI
4600,SQUID   LOLIG.ROPE.,LOLIGO ROPERI
4601,SQUID   LOLIG.SUR.,LOLIGO SURINAMENSIS
4604,SQUID  LOLIGU.SP.,LOLIGUNCULA  SP.
4605,SQUID  LOLIGU.BRE.,LOLIGUNCULA BREVIS
4607,SQUID   SEPIO.SP.,SEPIOTEUTHIS  SP.
4608,SQUID   SEPIO.SEPIO.,SEPIOTEUTHIS SEPIOIDEA
4610,SQUID   PICKF.,PICKFORDIATEUTHIDAE
4611,SQUID    PICKF.SP.,PICKFORDIATEUTHIS  SP.
4612,SQUID    PICKF.PUL.,PICKFORDIATEUTHIS PULCHELLA
4618,SQUID    OEGO.,OEGOPSIDA
4619,SQUID   LYCOT.,LYCOTEUTHIDAE
4620,SQUID   LYCOT.SP.,LYCOTEUTHIS  SP.
4621,SQUID   LYCOT.DIA.,LYCOTEUTHIS DIADEMA
4623,SQUID   OREG.SP.,OREGONIATEUTHIS  SP.
4624,SQUID   OREG.LOR.,OREGONIATEUTHIS LORIGERA
4625,SQUID    OREG.SPR.,OREGONIATEUTHIS SPRINGERI
4627,SQUID   SELEN.SP.,SELENOTEUTHIS  SP.
4628,SQUID   SELEN.SCIN.,SELENOTEUTHIS SCINTILLANS
4630,SQUID   LAMP.SP.,LAMPADIOTEUTHIS  SP.
4631,SQUID   LAMP.MEG.,LAMPADIOTEUTHIS MEGALEIA
4633,SQUID   ENOPL.,ENOPLOTEUTHIDAE
4634,SQUID   ABRAL.SP.,ABRALIA  SP.
4635,SQUID   ABRAL.RED.,ABRALIA REDFIELDI
4636,SQUID   ABRAL.VER.,ABRALIA VERANYI
4637,SQUID   ABRAL.GRI.,ABRALIA GRIMPEI
4639,SQUID  ABRA.SP.,ABRALIOPSIS  SP.
4640,SQUID   ABRA.PFE.,ABRALIOPSIS PFEFFERI
4642,SQUID   ENOP.SP.,ENOPLOTEUTHIS  SP.
4643,SQUID   ENOP.ANA.,ENOPLOTEUTHIS ANAPSIS
4644,SQUID   ENOP.LEP.,ENOPLOTEUTHIS LEPTURA
4646,SQUID    PTERY.SP.,PTERYGIOTEUTHIS  SP.
4647,SQUID    PTERY.GEM.,PTERYGIOTEUTHIS GEMMATA
4648,SQUID   PTERY.GIA.,PTERYGIOTEUTHIS GIARDI
4650,SQUID    PYROT.SP.,PYROTEUTHIS  SP.
4651,SQUID   PYR.MARG.,PYROTEUTHIS MARGARITIFERA
4653,SQUID   THELID.SP.,THELIDIOTEUTHIS  SP.
4654,SQUID   THELID.ALESS.,THELIDIOTEUTHIS ALESSANDRINII
4656,SQUID   ANCIST. SP.,ANCISTROCHEIRUS SP.
4657,SQUID   ANCIS.LES.,ANCISTROCHEIRUS LESEURI
4660,SQUID   OCTOP.,OCTOPOTEUTHIDAE
4661,SQUID    OCTOP.SP.,OCTOPOTEUTHIS  SP.
4662,SQUID   OCTOP.DAN.,OCTOPOTEUTHIS DANAE
4663,SQUID   OCTOP.MEG.,OCTOPOTEUTHIS MEGAPTERA
4664,SQUID   OCTOP.SIC.,OCTOPOTEUTHIS SICULA
4666,SQUID    TANI.SP.,TANINGIA  SP.
4667,SQUID   TANI.DAN.,TANINGIA DANAE
4673,SQUID    ONYCH.,ONYCHOTEUTHIDAE
4674,SQUID    ANCIS.SP.,ANCISTROTEUTHIS  SP.
4675,SQUID    ANCIS.LICH.,ANCISTROTEUTHIS LICHTENSTEINI
4677,SQUID    ONYCH.SP.,ONYCHOTEUTHIS  SP.
4678,SQUID    ONYCH.BAN.,ONYCHOTEUTHIS BANKSI
4680,SQUID    ONYK.SP.,ONYKIA  SP.
4681,SQUID    ONYK.CAR.,ONYKIA CARRIBAEA
4685,SQUID    CYCLO.,CYCLOTEUTHIDAE
4686,SQUID    CYCLO.SP.,CYCLOTEUTHIS  SP.
4687,SQUID    CYCLO.SIR.,CYCLOTEUTHIS SIRVENTI
4689,SQUID    DISC.SP.,DISCOTEUTHIS  SP.
4690,SQUID   DISC.DIS.,DISCOTEUTHIS DISCUS
4691,SQUID    DISC.LAC.,DISCOTEUTHIS LACINIOSA
4695,SQUID     LEPID.,LEPIDOTEUTHIDAE
4696,SQUID    LEPID.SP.,LEPIDOTEUTHIS  SP.
4697,SQUID    LEPID.GRI.,LEPIDOTEUTHIS GRIMALDII
4699,SQUID    PHOLI.SP.,PHOLIDOTEUTHIS  SP.
4700,SQUID   PHOLI.ADA.,PHOLIDOTEUTHIS ADAMI
4702,SQUID    TETRO.SP.,TETRONYCHOTEUTHIS  SP.
4703,SQUID    TETRO.DUS.,TETRONYCHOTEUTHIS DUSSUMIERI
4707,SQUID    ARCHI.,ARCHITEUTHIDAE
4708,SQUID     ARCHI.SP.,ARCHITEUTHIS  SP.
4709,SQUID    ARCHI.DUX.,ARCHITEUTHIS DUX
4712,SQUID    HISTIO.,HISTIOTEUTHIDAE
4713,SQUID    HISTIO.SP.,HISTIOTEUTHIS  SP.
4714,SQUID    HISTIO.BON.,HISTIOTEUTHIS BONNELLI
4715,SQUID   HISTIO.CEL.CEL.,HISTIOTEUTHIS CELETARIA CELETARIA
4716,SQUID   HISTIO.COR.COR.,HISTIOTEUTHIS CORONA CORONA
4717,SQUID    HISTIO.DOLF.,HISTIOTEUTHIS DOFLEINI
4718,SQUID    HISTIO.ELO.,HISTIOTEUTHIS ELONGATA
4719,SQUID    HISTIO.MELE.,HISTIOTEUTHIS MELEAGROTEUTHIS
4720,SQUID    HISTIO.REVE.,HISTIOTEUTHIS REVERSA
4727,SQUID    NEOT.,NEOTEUTHIDAE
4728,SQUID    NEOT.SP.,NEOTEUTHIS  SP.
4731,SQUID    BATHY.,BATHYTEUTHIDAE
4732,SQUID    BATHY.SP.,BATHYTEUTHIS  SP.
4733,SQUID    BATHY.ABYS.,BATHYTEUTHIS ABYSSICOLA
4735,SQUID    CTENO.,CTENOPTERYGIDAE
4736,SQUID    CTENO.SP.,CTENOPTERYX  SP.
4737,SQUID    CTENO.SIC.,CTENOPTERYX SICULA
4741,SQUID    BRACH.,BRACHIOTEUTHIDAE
4742,SQUID    BRACH.SP.,BRACHIOTEUTHIS  SP.
4743,SQUID    BRACH.RII.,BRACHIOTEUTHIS RIISEI
4744,SQUID    BRACH.BEANI,BRACHIOTEUTHIS BEANI
4747,SQUID    OMMAST.,OMMASTREPHIDAE
4748,SQUID    HYAL.SP.,HYALOTEUTHIS  SP.
4749,SQUID     HYAL.PEL.,HYALOTEUTHIS PELAGICA
4751,SQUID   ILLEX SP.,ILLEX  SP.
4752,SQUID   ILLEX COIN.,ILLEX COINDETII
4753,"SQUID, SHORT-FIN",ILLEX ILLECEBROSUS
4754,SQUID   ILLEX OXYG.,ILLEX OXYGONIUS
4756,SQUID   OMMAST.SP.,OMMASTREPHES  SP.
4757,SQUID   OMMAST.BART.,OMMASTREPHES BARTRAMI
4758,SQUID   OMMAST.PTER.,OMMASTREPHES PTEROPUS
4761,SQUID   ORNIT.SP.,ORNITHOTEUTHIS  SP.
4762,SQUID   ORNIT.ANT.,ORNITHOTEUTHIS ANTILLARUM
4768,SQUID   GONATIDAE,GONATIDAE
4769,SQUID   GONATUS SP.,GONATUS  SP.
4770,"SQUID, ARCTIC",GONATUS FABRICII
4771,SQUID  GONAT.STEE.,GONATUS STEENSTRUPI
4773,SQUID   THYSAN.,THYSANOTEUTHIDAE
4774,SQUID   THYSAN.SP.,THYSANOTEUTHIS  SP.
4775,SQUID   THYSAN.RHO.,THYSANOTEUTHIS RHOMBUS
4778,SQUID   CHIRO.,CHIROTEUTHIDAE
4779,SQUID   CHIRO.SP.,CHIROTEUTHIS  SP.
4780,SQUID   CHIRO.LAC.,CHIROTEUTHIS LACERTOSA
4781,SQUID   CHIRO.JOUB.,CHIROTEUTHIS JOUBINI
4782,SQUID   VALBY.SP.,VALBYTEUTHIS  SP.
4783,SQUID  VALBY.DAN.,VALBYTEUTHIS DANAE
4786,SQUID   MASTIO.,MASTIOGOTEUTHIDAE
4787,SQUID   MASTIO.SP.,MASTIGOTEUTHIS  SP.
4788,SQUID   MASTIO.AGAS.,MASTIGOTEUTHIS AGASSIZI
4789,SQUID   MASTIO.HJO.,MASTIGOTEUTHIS HJORTI
4790,SQUID   MASTIO.MAG.,MASTIGOTEUTHIS MAGNA
